"DW_ALGLOCATION","1934-03-09-12.12.12.000000",""
"DW_ALGMETHOD","1934-03-09-12.12.12.000000",""
"DW_RECORDSTATUS","1934-03-09-12.12.12.000000",""
"DW_ALGFINDINGOVERRIDE","1934-03-09-12.12.12.000000",""
"DW_CONFIGPROPERTIES","1934-03-09-12.12.12.000000",""
"DW_ALLEGATIONROLE","1934-03-09-12.12.12.000000",""
"DW_RESOLUTIONSTATUS","1934-03-09-12.12.12.000000",""
"DW_UPDATE_ALGCOUNTBACK","1934-03-09-12.12.12.000000",""
"DW_UPDATE_ALGCOUNTFORWARD","1934-03-09-12.12.12.000000",""
"DW_UPDATE_ALGCOUNT","1934-03-09-12.12.12.000000",""
"DW_FEDERALMILESTONE","1934-03-09-12.12.12.000000",""
"DW_PROVIDER","1934-03-09-12.12.12.000000",""
"DW_SERVICEOFFERING","1934-03-09-12.12.12.000000",""
"DW_CONTACTPURPOSELOOKUP","1934-03-09-12.12.12.000000",""
"DW_CONTACTLOCATION","1934-03-09-12.12.12.000000",""
"DW_CONTACTMETHOD","1934-03-09-12.12.12.000000",""
"DW_CONTACTTYPE","1934-03-09-12.12.12.000000",""
"DW_CONTACTLOG","1934-03-09-12.12.12.000000",""
"DW_CONTACTLOGPURPOSE","1934-03-09-12.12.12.000000",""
"DW_COMPLIANCETYPE","1934-03-09-12.12.12.000000",""
"DW_UPDATE_ADDRESS","1934-03-09-12.12.12.000000",""
"DW_USERS","1934-03-09-12.12.12.000000",""
"DW_REPORTINGTIMELINESS","1934-03-09-12.12.12.000000",""
"DW_CONSTSTATUS","1934-03-09-12.12.12.000000",""
"DW_COUNTRY","1934-03-09-12.12.12.000000",""
"DW_QUALIFICATION","1934-03-09-12.12.12.000000",""
"DW_INDUSTRY","1934-03-09-12.12.12.000000",""
"DW_GENDER","1934-03-09-12.12.12.000000",""
"DW_PAYMENTMETHOD","1934-03-09-12.12.12.000000",""
"DW_DELIVERYMETHOD","1934-03-09-12.12.12.000000",""
"DW_LANGUAGE","1934-03-09-12.12.12.000000",""
"DW_MARITALSTATUS","1934-03-09-12.12.12.000000",""
"DW_ETHNICITY","1934-03-09-12.12.12.000000",""
"DW_YESNOINDICATOR","1934-03-09-12.12.12.000000",""
"DW_SUBSIDIZEDHOUSINGTYPES","1934-03-09-12.12.12.000000",""
"DW_POSITION","1934-03-09-12.12.12.000000",""
"DW_WORKQUEUE","1934-03-09-12.12.12.000000",""
"DW_CASEOWNER_POS","1934-03-09-12.12.12.000000",""
"DW_CASEOWNER_WQ","1934-03-09-12.12.12.000000",""
